node idx,drug id,pubchem_cid,smiles
741,DB00836,3955.0,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4
742,DB00837,44115.0,C1=CC(=CC=C1C(=NCCCC(=O)N)C2=C(C=CC(=C2)F)O)Cl
743,DB00838,5311052.0,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)Cl)C)F
744,DB00839,5503.0,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2
745,DB00841,36811.0,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O
746,DB00842,4616.0,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O
747,DB00843,3152.0,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC
748,DB00844,5311304.0,C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O
749,DB00845,2794.0,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl
750,DB00846,15209.0,CC1(OC2CC3C4CC(C5=CC(=O)CCC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C
751,DB00847,118985556.0,C(C[S-])[NH3+]
752,DB00848,26879.0,C1CSC2=NC(CN21)C3=CC=CC=C3
753,DB00849,8271.0,CCC1(C(=O)NC(=O)N(C1=O)C)C2=CC=CC=C2
754,DB00850,4748.0,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
755,DB00851,135398738.0,CN(C)N=NC1=C(NC=N1)C(=O)N
756,DB00852,7028.0,CC(C(C1=CC=CC=C1)O)NC
757,DB00853,5394.0,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N
758,DB00854,5359272.0,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O
759,DB00855,137.0,C(CC(=O)O)C(=O)CN
760,DB00856,7697.0,C1=CC(=CC=C1OCC(CO)O)Cl
761,DB00857,1549008.0,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21
762,DB00859,6926437.0,CC(C)(C(C(=O)[O-])[NH3+])S
763,DB00860,5755.0,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O
764,DB00861,3059.0,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O
765,DB00862,135400189.0,CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C
766,DB00863,5039.0,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C
767,DB00864,445643.0,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC
768,DB00865,5311017.0,CC(CC1=CC=CC=C1)N(C)CC2=CC=CC=C2
769,DB00866,2119.0,CC(C)NCC(COC1=CC=CC=C1CC=C)O
770,DB00867,688570.0,CC(C(C1=CC=C(C=C1)O)O)NCCC2=CC=C(C=C2)O
771,DB00869,5284549.0,CCNC1CC(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C
772,DB00870,5359.0,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O
773,DB00871,5403.0,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O
774,DB00872,151171.0,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6
775,DB00873,9865442.0,CC12CC(C3C(C1CCC2(C(=O)OCCl)O)CCC4=CC(=O)C=CC34C)O
776,DB00875,5281881.0,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
777,DB00876,5281037.0,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)C=C(CC3=CC=CS3)C(=O)O
778,DB00877,5284616.0,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC
779,DB00879,60877.0,C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)F
780,DB00880,2720.0,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2
781,DB00881,40466957.0,CCOC(=O)C(CCC1=CC=CC=C1)[NH2+]C(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)[O-]
782,DB00882,2800.0,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3
783,DB00883,6883.0,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-]
784,DB00884,44400168.0,C1=CC(=C[NH+]=C1)CC(O)(P(=O)(O)O)P(=O)(O)[O-]
785,DB00886,656629.0,C1CC(N2C(C1)SCCC(C2=O)NC(=O)C(CC3=CC=CC=C3)S)C(=O)O
786,DB00887,2471.0,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2
787,DB00888,4033.0,CN(CCCl)CCCl
788,DB00889,,
789,DB00890,667476.0,CC=C(C1=CC=C(C=C1)O)C(=CC)C2=CC=C(C=C2)O
790,DB00891,5336.0,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N
791,DB00892,4633.0,CCCCOC1=C(C=CC(=C1)C(=O)OCCN(CC)CC)N
792,DB00893,,
793,DB00894,13769.0,CC12CCC3C(C1CCC(=O)O2)CCC4=CC(=O)C=CC34C
794,DB00895,45266800.0,CC1(C(NC(S1)C(C(=O)NCCCCC(C(=O)O)N)NC(=O)CC2=CC=CC=C2)C(=O)O)C.C(CCN)CC(C(=O)O)N
795,DB00896,5311412.0,CCC(=O)C1(C(CC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C)C
796,DB00897,5556.0,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl
797,DB00898,702.0,CCO
798,DB00899,60815.0,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC
799,DB00900,135398739.0,C1CC(OC1CO)N2C=NC3=C2N=CNC3=O
800,DB00901,35330.0,CC1=CC=C(C=C1)C(=O)OC2=C(C=C(C=C2)C(CNC(C)(C)C)O)OC(=O)C3=CC=C(C=C3)C
801,DB00902,14677.0,CN1CCC(C1)CN2C3=CC=CC=C3SC4=CC=CC=C42
802,DB00903,3278.0,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl
803,DB00904,4595.0,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C
804,DB00905,5311027.0,CCNC(=O)CCCC=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O
805,DB00906,40467242.0,CC1=C(SC=C1)C(=CCC[NH+]2CCCC(C2)C(=O)[O-])C3=C(C=CS3)C
806,DB00907,446220.0,CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC
807,DB00908,441074.0,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
808,DB00909,11967800.0,C1=CC=C2C(=C1)C(=NO2)CS(=N)(=O)O
809,DB00910,5281104.0,CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3)O)O)C
810,DB00911,5479.0,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C
811,DB00912,65981.0,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O
812,DB00913,8944.0,CCOC(=O)C1(CCN(CC1)CCC2=CC=C(C=C2)N)C3=CC=CC=C3
813,DB00914,8249.0,C1=CC=C(C=C1)CCN=C(N)N=C(N)N
814,DB00915,2130.0,C1C2CC3CC1CC(C2)(C3)N
815,DB00916,4173.0,CC1=NC=C(N1CCO)[N+](=O)[O-]
816,DB00917,5280360.0,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
817,DB00918,123606.0,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3
818,DB00919,15541.0,CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O
819,DB00920,3827.0,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1
820,DB00921,644073.0,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O
821,DB00922,3033825.0,CC1CC(=O)NN=C1C2=CC=C(C=C2)NN=C(C#N)C#N
822,DB00923,43507.0,C1C(=C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3CN)C(=O)O)CSC4=NN=NN4CC(=O)O
823,DB00924,2895.0,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31
824,DB00925,4768.0,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2
825,DB00926,3312.0,CCOC(=O)C=C(C)C=CC=C(C)C=CC1=C(C(=C(C=C1C)OC)C)C
826,DB00927,5353622.0,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N
827,DB00928,9444.0,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N
828,DB00929,5282381.0,CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O
829,DB00930,,
830,DB00931,,
831,DB00932,54682461.0,CCCC1(CC(=C(C(=O)O1)C(CC)C2=CC(=CC=C2)NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)O)CCC4=CC=CC=C4
832,DB00933,4078.0,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C
833,DB00934,4011.0,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24
834,DB00935,4636.0,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C
835,DB00936,118212070.0,[H+].C1=CC=C(C(=C1)C(=O)O)[O-]
836,DB00937,7029.0,CCN(CC)C(C)C(=O)C1=CC=CC=C1
837,DB00938,5152.0,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O
838,DB00939,4037.0,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl
839,DB00940,4097.0,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13
840,DB00941,3601.0,C[N+](C)(CCCCCC[N+](C)(C)C1C2=CC=CC=C2C3=CC=CC=C13)C4C5=CC=CC=C5C6=CC=CC=C46
841,DB00942,2911.0,C1CCN(CC1)CCC(C2CCCC2)(C3=CC=CC=C3)O
842,DB00943,24066.0,C1CC(OC1CO)N2C=CC(=NC2=O)N
843,DB00944,5966.0,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC2=CC=CC(=C2)[N+](C)(C)C
844,DB00945,2244.0,CC(=O)OC1=CC=CC=C1C(=O)O
845,DB00946,54680692.0,CCC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
846,DB00947,104741.0,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F
847,DB00948,656511.0,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)N4CCN(C4=O)S(=O)(=O)C)C(=O)O)C
848,DB00949,3331.0,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N
849,DB00950,74685737.0,CC(C)(C1=CC=C(C=C1)C(CCC[NH+]2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)[O-]
850,DB00951,3767.0,C1=CN=CC=C1C(=O)NN
851,DB00952,4440.0,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C
852,DB00953,5078.0,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3
853,DB00954,6473883.0,CCC1C(C2C(C(C(CC(C(C(C(C(C(=O)O1)C)OC3CC(C(C(O3)C)O)(C)OC)C)OC4C(C(CC(O4)C)N(C)C)O)(C)O)C)NC(O2)COCCOC)C)(C)O
854,DB00955,441306.0,CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N
855,DB00956,5284569.0,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
856,DB00957,6540478.0,CCC12CCC3C(C1CCC2(C#C)OC(=O)C)CCC4=CC(=NO)CCC34
857,DB00958,10339178.0,C1CC(C1)(C(=O)[O-])C(=O)[O-].N.N.[Pt+2]
858,DB00959,6741.0,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O
859,DB00960,4828.0,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O
860,DB00961,4062.0,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C
861,DB00962,5719.0,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C
862,DB00963,60726.0,C1=CC(=C(C(=C1)C(=O)C2=CC=C(C=C2)Br)N)CC(=O)O
863,DB00964,2216.0,C1CN=C(N1)NC2=C(C=C(C=C2Cl)N)Cl
864,DB00965,,
865,DB00966,65999.0,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C
866,DB00967,124087.0,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4
867,DB00968,6919173.0,CC(CC1=CC(=C(C=C1)O)O)(C(=O)[O-])[NH3+]
868,DB00969,2099.0,CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C
869,DB00970,457193.0,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C
870,DB00972,2267.0,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl
871,DB00973,150311.0,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O
872,DB00974,5232305.0,C(C[NH+](CC(=O)O)CC(=O)[O-])[NH+](CC(=O)O)CC(=O)[O-]
873,DB00975,3108.0,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO
874,DB00976,3002190.0,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C
875,DB00977,5991.0,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O
876,DB00978,3948.0,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O
877,DB00979,2905.0,CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O
878,DB00980,208902.0,CCC(=O)NCCC1CCC2=C1C3=C(C=C2)OCC3
879,DB00981,5983.0,CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C
880,DB00982,5282379.0,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
881,DB00983,3410.0,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O
882,DB00984,229455.0,CC12CCC3C(C1CCC2OC(=O)CCC4=CC=CC=C4)CCC5=CC(=O)CCC35
883,DB00985,10660.0,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
884,DB00986,3494.0,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C
885,DB00987,6253.0,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O
886,DB00988,681.0,C1=CC(=C(C=C1CCN)O)O
887,DB00989,77991.0,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C
888,DB00990,60198.0,CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C
889,DB00991,4614.0,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3
890,DB00993,2265.0,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-]
891,DB00994,,
892,DB00995,16667669.0,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+]
893,DB00996,3446.0,C1CCC(CC1)(CC(=O)O)CN
894,DB00997,31703.0,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O
895,DB00998,77992.0,CNC1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N
896,DB00999,3639.0,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
897,DB01000,19003.0,CC1(C(N2C(S1)C(C2=O)NC(=O)C3(CCCCC3)N)C(=O)O)C
898,DB01001,2083.0,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
899,DB01002,92253.0,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C
900,DB01004,135398740.0,C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N
901,DB01005,3657.0,C(=O)(N)NO
902,DB01006,3902.0,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3
903,DB01007,5482.0,C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC3=C(SC=C3)Cl
904,DB01008,2478.0,CS(=O)(=O)OCCCCOS(=O)(=O)C
905,DB01009,3825.0,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O
906,DB01010,3202.0,CC[N+](C)(C)C1=CC(=CC=C1)O
907,DB01011,4174.0,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2
908,DB01012,156419.0,CC(C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F
909,DB01013,32798.0,CCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)C(=O)CCl
910,DB01014,,
911,DB01015,5329.0,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N
912,DB01016,3488.0,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
913,DB01017,,
914,DB01018,3519.0,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl
915,DB01019,2370.0,CC(C[N+](C)(C)C)OC(=O)N
916,DB01020,27661.0,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O
917,DB01021,5560.0,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C(Cl)Cl
918,DB01022,5284607.0,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C
919,DB01023,3333.0,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C
920,DB01024,446541.0,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O
921,DB01026,3823.0,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl
922,DB01028,4116.0,COC(C(Cl)Cl)(F)F
923,DB01029,3749.0,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
924,DB01030,60700.0,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O
925,DB01032,4911.0,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O
926,DB01033,667490.0,C1=NC2=C(N1)C(=S)N=CN2
927,DB01034,5282054.0,CC=CCC=CCCC(=O)C1C(O1)C(=O)N
928,DB01035,4913.0,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N
929,DB01036,443879.0,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2
930,DB01037,26757.0,CC(CC1=CC=CC=C1)N(C)CC#C
931,DB01038,18104.0,CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO
932,DB01039,3339.0,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl
933,DB01041,5426.0,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O
934,DB01042,460612.0,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl
935,DB01043,4054.0,CC12CC3CC(C1)(CC(C3)(C2)N)C
936,DB01044,5379.0,CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F
937,DB01045,135398735.0,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C
938,DB01046,157920.0,CCCCC(C1(CCC2C(O1)CC(=O)C2CCCCCCC(=O)O)O)(F)F
939,DB01047,9642.0,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C
940,DB01048,441300.0,C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)C4CC(C=C4)CO
941,DB01049,,
942,DB01050,3672.0,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
943,DB01051,54675769.0,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)OC4C(C(C(C(O4)(C)C)OC)OC(=O)N)O
944,DB01053,5904.0,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C
945,DB01054,4507.0,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C
946,DB01056,38945.0,CC1=C(C(=CC=C1)C)NC(=O)C(C)N
947,DB01057,10548.0,CCOP(=O)(OCC)SCC[N+](C)(C)C
948,DB01058,4891.0,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2
949,DB01059,4539.0,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
950,DB01060,33613.0,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C
951,DB01061,6479523.0,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)N4CCNC4=O)C(=O)O)C
952,DB01062,4634.0,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O
953,DB01063,17676.0,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO
954,DB01064,3779.0,CC(C)NCC(C1=CC(=C(C=C1)O)O)O
955,DB01065,896.0,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC
956,DB01066,9870843.0,CC1=C(SC=N1)C=CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
957,DB01067,3478.0,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
958,DB01068,2802.0,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl
959,DB01069,4927.0,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C
960,DB01070,5311071.0,CC1CCC(CC1=CC=C2CCCC3(C2CCC3C(C)C=CC(C)C(C)C)C)O
961,DB01071,4066.0,C1CN2CCC1C(C2)CN3C4=CC=CC=C4SC5=CC=CC=C53
962,DB01072,148192.0,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC
963,DB01073,657237.0,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)O)F)N
964,DB01074,4746.0,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3
965,DB01075,3100.0,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
966,DB01076,60823.0,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4
967,DB01077,3305.0,CC(O)(P(=O)(O)O)P(=O)(O)O
968,DB01078,28620.0,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CC(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)O)O
969,DB01079,135409453.0,CCCCCN=C(N)NN=CC1=CNC2=C1C=C(C=C2)OC
970,DB01080,25202592.0,C=CC(CCC(=O)[O-])[NH3+]
971,DB01081,13505.0,CCOC(=O)C1(CCN(CC1)CCC(C#N)(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4
972,DB01082,19649.0,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O
973,DB01083,3034010.0,CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O
974,DB01084,3219.0,CCOCCN1C2=CC=CC=C2N=C1N3CCCN(CC3)C
975,DB01085,5910.0,CCC1C(COC1=O)CC2=CN=CN2C
976,DB01086,2337.0,CCOC(=O)C1=CC=C(C=C1)N
977,DB01087,4908.0,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2
978,DB01088,5311181.0,CC#CCC(C)C(C=CC1C(CC2C1CC(=CCCCC(=O)O)C2)O)O
979,DB01089,8550.0,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=CC=CC=C45)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
980,DB01090,5850.0,C[N+]1(CCCC1)CCCCC[N+]2(CCCC2)C
981,DB01092,439501.0,CC1C(C(C(C(O1)OC2CC(C3(C4C(CCC3(C2)O)C5(CCC(C5(CC4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O
982,DB01093,679.0,CS(=O)C
983,DB01094,72281.0,COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O
984,DB01095,5353627.0,CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F
